pitch_entropy,tonal_center_strength,pitch_range,pitch_mean,pitch_std,chromatic_saturation,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,interval_entropy,directional_bias,step_ratio,leap_ratio,mean_interval,interval_std,consonance_score,dissonance_index,duration_variance,rhythmic_entropy,note_density,syncopation_estimate,tempo_variance,duration_mean,duration_std,repetition_index,fractal_dimension,unique_pitch_classes,total_notes,spectral_centroid,spectral_entropy,dominant_frequency,spectral_flatness,filepath,composer,era,form
3.575837487246783,0.09902038655017209,75.0,65.57744241461478,13.579559914440415,12.0,0.0884299708763569,0.0725443473656341,0.09902038655017209,0.07678051363516018,0.09001853322742917,0.07148530579825259,0.0950489806724914,0.0778395552025417,0.0725443473656341,0.08922425205189304,0.07572147206777866,0.09134233518665608,3.9290919983671975,-0.06366838255215389,0.1014300847457627,0.7383474576271186,11.632415254237289,9.464191438801087,0.6439618644067797,0.3560381355932203,0.638545386505938,2.5249562466830344,4.03310197544047,0.9361917148759656,1.5311381002768978,0.6820668961256728,0.638545386505938,0.566374997457067,1.956102261713214,12.0,3777.0,597.069699440772,9.306771636592451,9.0,0.40188088271119954,data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,Alban Berg,Other,
3.529424168556542,0.14109556556793929,83.0,68.25231207019208,14.35071351573002,12.0,0.0711406212947593,0.07612046478539246,0.09224567227887123,0.04932416409769979,0.07730614180697178,0.14109556556793929,0.05596395541854399,0.08370879772350012,0.08394593312781598,0.07019207967749586,0.08299739151055252,0.11595921271045767,3.4478263439739654,-0.06298449612403101,0.054079696394686905,0.9103415559772297,13.482210626185958,10.014939810181433,0.5125711574952562,0.48742884250474383,0.4652921544376038,0.9142307642422753,5.219597730789067,1.2015535606820953,2.4628723940558106,0.3872421152478065,0.4652921544376038,0.49818208554950494,1.9626221438025637,12.0,4217.0,756.5079173026708,9.967531887108926,5.0,0.47875685698593756,data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,
3.2779622852043793,0.15746572804742498,69.0,65.3697665802149,11.045310247162579,12.0,0.02482400889218229,0.15746572804742498,0.07150796591330122,0.04075583549462764,0.13560577991848832,0.030381622823267878,0.13819933308632826,0.029640607632456465,0.11745090774360874,0.09966654316413487,0.01333827343460541,0.1411633938495739,3.998507949764141,0.04937806257067471,0.15233506300963676,0.7435137138621201,11.568939955522609,9.67369165790234,0.6381393624907339,0.3618606375092661,0.7346099203923694,2.46312667932613,3.286453576864536,1.057681518519945,1.9125753169247544,0.6945473632209461,0.7346099203923694,0.6109381559976118,1.9164127457074975,12.0,2699.0,621.2219739239066,9.530479476132463,9.0,0.5076215494107591,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,Alexander Scriabin,Other,
3.468073653021534,0.13064713064713065,62.0,78.97802197802197,10.696707034717477,12.0,0.13064713064713065,0.09157509157509157,0.05128205128205128,0.08913308913308914,0.10500610500610501,0.04395604395604396,0.12576312576312576,0.04884004884004884,0.0695970695970696,0.1282051282051282,0.08180708180708181,0.03418803418803419,3.896919770404642,0.245,0.1980440097799511,0.44621026894865523,6.580684596577017,6.886716494745866,0.567359413202934,0.43264058679706596,1.3606568565367836,2.05274898089041,2.2295825771324864,1.6789121683666064,2.024368192521984,0.8104395604395604,1.3606568565367836,0.5490131422365873,1.9094555675726044,12.0,819.0,97.38908594428844,7.275394164326265,15.0,0.3310680960296972,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,Alexander Scriabin,Other,
3.4036912130826265,0.13744884038199182,77.0,63.125170532060025,12.726864390805067,12.0,0.03530013642564802,0.0871418826739427,0.03768758526603001,0.12824010914051842,0.07827421555252387,0.06940654843110505,0.12704638472032742,0.017053206002728513,0.11084583901773533,0.05354706684856753,0.11800818553888132,0.13744884038199182,3.658385855373633,-0.037153322867608585,0.07163568139177895,0.81852294047416,12.128432543066689,9.076045492947427,0.7492410028995393,0.2507589971004607,0.4946424213096955,1.9233008916192846,5.192827097631171,0.9438673763738931,2.330371437139451,0.5240592314688495,0.4946424213096955,0.4255292063689311,1.957263242795989,12.0,5864.0,1097.6078182390324,10.619614711701413,1.0,0.4856281490917785,data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,Alexander Scriabin,Other,
3.2836900436274177,0.17627118644067796,57.0,64.85536723163843,9.996015421165033,12.0,0.030508474576271188,0.17627118644067796,0.024858757062146894,0.10734463276836158,0.04406779661016949,0.05310734463276836,0.17401129943502824,0.01807909604519774,0.11073446327683616,0.04745762711864407,0.08587570621468926,0.12768361581920903,4.0009810714876535,-0.1134020618556701,0.08936651583710407,0.7873303167420814,11.180995475113122,8.244499106972262,0.6700226244343891,0.3299773755656109,0.6184243605425057,2.5563810842829757,3.2477064220183487,0.8986954862506772,1.0575347497440475,0.688135593220339,0.6184243605425057,0.6298605615104157,1.9058855598959636,12.0,885.0,214.37215495333166,8.12217251352543,13.0,0.5180675686919394,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,Alexander Scriabin,Other,
3.3692933062938035,0.16413886080215706,71.0,59.91843613077182,13.131805203454133,12.0,0.04988203572632288,0.16413886080215706,0.03370407819346141,0.10313447927199192,0.1287495786990226,0.0262891809908999,0.08830468486686889,0.03875968992248062,0.1462756993596225,0.10852713178294573,0.04010785305021908,0.07212672733400742,3.8061673146942527,-0.053282915091096596,0.07754551584625759,0.8074848280512474,13.072488199595414,10.715618623321491,0.691402562373567,0.308597437626433,0.2824497970932516,0.630352056900259,8.90990990990991,0.8464222097759418,1.7312597147510473,0.33369846084709587,0.2824497970932516,0.4923802365693711,1.9363549537350095,12.0,2967.0,623.9821797495783,9.543183080533687,1.0,0.49249840783378646,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,Alexander Scriabin,Other,
3.419917967113671,0.17844364937388194,72.0,65.52236135957067,13.640704534013894,12.0,0.08989266547406083,0.17844364937388194,0.03443649373881932,0.050536672629695883,0.05813953488372093,0.1283542039355993,0.1037567084078712,0.04830053667262969,0.12119856887298748,0.061717352415026835,0.08094812164579607,0.04427549194991055,3.414923797416339,-0.05121293800539083,0.06040268456375839,0.6353467561521253,13.212975391498881,11.48048872428294,0.6808501118568232,0.3191498881431768,0.05647589978557697,0.13892677990306057,10.965263588067021,0.20378715550920276,1.7537709332466112,0.2771317829457364,0.05647589978557697,0.6115613235227872,1.9497435527018174,12.0,2236.0,461.5311558160505,9.103270874561481,2.0,0.4701907754840974,data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,Alexander Scriabin,Other,
3.5041940337147612,0.13854902636567293,77.0,61.27434085817681,12.494322331819832,12.0,0.06358779941409616,0.1340685852145442,0.0725486817163536,0.04687230742719283,0.06806824056522488,0.10167154919869033,0.13854902636567293,0.05445459245217991,0.06462174737204894,0.06582801998966052,0.09167671893848009,0.0980527313458556,3.637463559341515,-0.0486013986013986,0.05860048259220958,0.7685280937607721,12.356428817649087,9.25146517742892,0.7158393657359532,0.2841606342640468,0.4966325437020281,1.640430533869793,5.199432539386247,1.043463267857718,2.326749712472676,0.4759463495892929,0.4966325437020281,0.4460979061899062,1.9497329640199403,12.0,5803.0,1100.8055863094426,10.05022574472641,1.0,0.43897547123309333,data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,
3.485029088090183,0.15778097982708933,75.0,61.305763688760806,15.136502673259315,12.0,0.04942363112391931,0.09121037463976946,0.09322766570605187,0.0659942363112392,0.09380403458213256,0.0484149855907781,0.15778097982708933,0.07146974063400577,0.050720461095100866,0.0776657060518732,0.06714697406340057,0.13314121037463977,3.66053503353986,-0.03817463799912242,0.09165585819282317,0.7841187490992938,13.147427583225248,11.000557975487663,0.7042513330451072,0.29574866695489277,0.41451513777505217,1.3078814659798943,6.7188382412263,0.9974232835380593,1.9065593310374958,0.4155859750240154,0.41451513777505217,0.4595925046781307,1.9938908366919028,12.0,6940.0,1176.3629308764473,10.578352365659875,1.0,0.45807703917829184,data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,Alexander Scriabin,Other,
