pitch_entropy,tonal_center_strength,pitch_range,pitch_mean,pitch_std,chromatic_saturation,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,interval_entropy,directional_bias,step_ratio,leap_ratio,mean_interval,interval_std,consonance_score,dissonance_index,duration_variance,rhythmic_entropy,note_density,syncopation_estimate,tempo_variance,duration_mean,duration_std,repetition_index,fractal_dimension,unique_pitch_classes,total_notes,spectral_centroid,spectral_entropy,dominant_frequency,spectral_flatness,filepath,composer,era,form,prime_sum_ratio,phi_density_ratio,interval_self_similarity,rw_corr_z,rw_corr_mean,aesthetic_index,aesthetic_z_raw
3.575837487246783,0.099020386550172,75.0,65.57744241461478,13.579559914440416,12.0,0.0884299708763569,0.0725443473656341,0.099020386550172,0.0767805136351601,0.0900185332274291,0.0714853057982525,0.0950489806724914,0.0778395552025417,0.0725443473656341,0.089224252051893,0.0757214720677786,0.091342335186656,3.9290919983671975,-0.0636683825521538,0.1014300847457627,0.7383474576271186,11.632415254237287,9.464191438801087,0.6439618644067797,0.3560381355932203,0.638545386505938,2.5249562466830344,4.03310197544047,0.9361917148759656,1.5311381002768978,0.6820668961256728,0.638545386505938,0.566374997457067,1.956102261713214,12.0,3777.0,597.069699440772,9.306771636592453,9.0,0.4018808827111995,data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,Alban Berg,Other,,0.0879004500926661,0.0344188509398993,0.0580324830778063,14.050728085395107,0.0773999920872054,0.049600297736557,-0.6894589965276743
3.529424168556542,0.1410955655679392,83.0,68.25231207019208,14.35071351573002,12.0,0.0711406212947593,0.0761204647853924,0.0922456722788712,0.0493241640976997,0.0773061418069717,0.1410955655679392,0.0559639554185439,0.0837087977235001,0.0839459331278159,0.0701920796774958,0.0829973915105525,0.1159592127104576,3.447826343973966,-0.062984496124031,0.0540796963946869,0.9103415559772297,13.482210626185958,10.014939810181431,0.5125711574952562,0.4874288425047438,0.4652921544376038,0.9142307642422752,5.219597730789067,1.2015535606820953,2.4628723940558106,0.3872421152478065,0.4652921544376038,0.4981820855495049,1.9626221438025635,12.0,4217.0,756.5079173026708,9.967531887108926,5.0,0.4787568569859375,data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,,0.0851316101493953,0.0308276025610623,0.0631301985618193,23.333506562348504,0.0763071482263982,0.1298380772466436,-0.3224589343637412
3.2779622852043793,0.1574657280474249,69.0,65.3697665802149,11.04531024716258,12.0,0.0248240088921822,0.1574657280474249,0.0715079659133012,0.0407558354946276,0.1356057799184883,0.0303816228232678,0.1381993330863282,0.0296406076324564,0.1174509077436087,0.0996665431641348,0.0133382734346054,0.1411633938495739,3.998507949764141,0.0493780625706747,0.1523350630096367,0.7435137138621201,11.568939955522607,9.67369165790234,0.6381393624907339,0.3618606375092661,0.7346099203923694,2.46312667932613,3.286453576864536,1.057681518519945,1.9125753169247544,0.6945473632209461,0.7346099203923694,0.6109381559976118,1.9164127457074975,12.0,2699.0,621.2219739239066,9.530479476132465,9.0,0.5076215494107591,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,Alexander Scriabin,Other,,0.0967024824008892,0.0481659874027417,0.0804824469093544,30.40563515758168,0.0914480355978586,0.3343046336037454,0.6127518771975202
3.468073653021534,0.1306471306471306,62.0,78.97802197802197,10.696707034717477,12.0,0.1306471306471306,0.0915750915750915,0.0512820512820512,0.0891330891330891,0.105006105006105,0.0439560439560439,0.1257631257631257,0.0488400488400488,0.0695970695970696,0.1282051282051282,0.0818070818070818,0.0341880341880341,3.896919770404642,0.245,0.1980440097799511,0.4462102689486552,6.580684596577017,6.886716494745866,0.567359413202934,0.4326405867970659,1.3606568565367836,2.05274898089041,2.2295825771324864,1.6789121683666064,2.024368192521984,0.8104395604395604,1.3606568565367836,0.5490131422365873,1.9094555675726044,12.0,819.0,97.38908594428844,7.275394164326265,15.0,0.3310680960296972,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,Alexander Scriabin,Other,,0.0989010989010989,0.1196581196581196,0.0792419275839117,10.34171428895664,0.1010899508840881,0.2717442084966031,0.3266063726295996
3.4036912130826265,0.1374488403819918,77.0,63.125170532060025,12.726864390805067,12.0,0.035300136425648,0.0871418826739427,0.03768758526603,0.1282401091405184,0.0782742155525238,0.069406548431105,0.1270463847203274,0.0170532060027285,0.1108458390177353,0.0535470668485675,0.1180081855388813,0.1374488403819918,3.658385855373633,-0.0371533228676085,0.0716356813917789,0.81852294047416,12.128432543066689,9.076045492947427,0.7492410028995393,0.2507589971004607,0.4946424213096955,1.9233008916192849,5.192827097631171,0.9438673763738932,2.330371437139451,0.5240592314688495,0.4946424213096955,0.4255292063689311,1.957263242795989,12.0,5864.0,1097.6078182390324,10.619614711701413,1.0,0.4856281490917785,data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,Alexander Scriabin,Other,,0.0816848567530695,0.022169167803547,0.0612303559914827,35.93023885860851,0.0769306349709758,0.2327607864093084,0.1482998639406163
3.2836900436274177,0.1762711864406779,57.0,64.85536723163843,9.996015421165032,12.0,0.0305084745762711,0.1762711864406779,0.0248587570621468,0.1073446327683615,0.0440677966101694,0.0531073446327683,0.1740112994350282,0.0180790960451977,0.1107344632768361,0.047457627118644,0.0858757062146892,0.127683615819209,4.0009810714876535,-0.1134020618556701,0.089366515837104,0.7873303167420814,11.180995475113122,8.244499106972262,0.6700226244343891,0.3299773755656109,0.6184243605425057,2.5563810842829757,3.2477064220183487,0.8986954862506772,1.0575347497440477,0.688135593220339,0.6184243605425057,0.6298605615104157,1.9058855598959636,12.0,885.0,214.3721549533317,8.12217251352543,13.0,0.5180675686919394,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,Alexander Scriabin,Other,,0.096045197740113,0.119774011299435,0.0725217500895982,9.34185087649297,0.0781056129232915,0.2395211263406171,0.1792210234017615
3.3692933062938035,0.164138860802157,71.0,59.91843613077182,13.131805203454132,12.0,0.0498820357263228,0.164138860802157,0.0337040781934614,0.1031344792719919,0.1287495786990226,0.0262891809908999,0.0883046848668688,0.0387596899224806,0.1462756993596225,0.1085271317829457,0.040107853050219,0.0721267273340074,3.8061673146942527,-0.0532829150910965,0.0775455158462575,0.8074848280512474,13.072488199595414,10.715618623321491,0.691402562373567,0.308597437626433,0.2824497970932516,0.630352056900259,8.90990990990991,0.8464222097759418,1.7312597147510471,0.3336984608470958,0.2824497970932516,0.4923802365693711,1.9363549537350095,12.0,2967.0,623.9821797495783,9.543183080533687,1.0,0.4924984078337864,data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,Alexander Scriabin,Other,,0.0852713178294573,0.0438153016514998,0.0618603417070672,19.451423815309916,0.0760304284386673,0.1138150527967125,-0.3957467422403251
3.419917967113671,0.1784436493738819,72.0,65.52236135957067,13.640704534013894,12.0,0.0898926654740608,0.1784436493738819,0.0344364937388193,0.0505366726296958,0.0581395348837209,0.1283542039355993,0.1037567084078712,0.0483005366726296,0.1211985688729874,0.0617173524150268,0.080948121645796,0.0442754919499105,3.414923797416339,-0.0512129380053908,0.0604026845637583,0.6353467561521253,13.21297539149888,11.48048872428294,0.6808501118568232,0.3191498881431768,0.0564758997855769,0.1389267799030605,10.96526358806702,0.2037871555092027,1.7537709332466112,0.2771317829457364,0.0564758997855769,0.6115613235227872,1.9497435527018177,12.0,2236.0,461.5311558160505,9.10327087456148,2.0,0.4701907754840974,data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,Alexander Scriabin,Other,,0.0916815742397137,0.0581395348837209,0.0788800317842433,23.185699445470604,0.0963605467410007,0.2352003298677466,0.1594581064339279
3.5041940337147612,0.1385490263656729,77.0,61.27434085817681,12.494322331819832,12.0,0.0635877994140961,0.1340685852145442,0.0725486817163536,0.0468723074271928,0.0680682405652248,0.1016715491986903,0.1385490263656729,0.0544545924521799,0.0646217473720489,0.0658280199896605,0.09167671893848,0.0980527313458556,3.637463559341515,-0.0486013986013986,0.0586004825922095,0.7685280937607721,12.356428817649087,9.25146517742892,0.7158393657359532,0.2841606342640468,0.4966325437020281,1.640430533869793,5.199432539386247,1.043463267857718,2.326749712472676,0.4759463495892929,0.4966325437020281,0.4460979061899062,1.9497329640199403,12.0,5803.0,1100.8055863094426,10.05022574472641,1.0,0.4389754712330933,data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,,0.0928829915560916,0.0224022057556436,0.0692576989731106,24.99511239621361,0.0878233276451617,0.187407596080924,-0.0591413660071466
3.485029088090183,0.1577809798270893,75.0,61.305763688760806,15.136502673259317,12.0,0.0494236311239193,0.0912103746397694,0.0932276657060518,0.0659942363112392,0.0938040345821325,0.0484149855907781,0.1577809798270893,0.0714697406340057,0.0507204610951008,0.0776657060518732,0.0671469740634005,0.1331412103746397,3.66053503353986,-0.0381746379991224,0.0916558581928231,0.7841187490992938,13.147427583225248,11.000557975487665,0.7042513330451072,0.2957486669548927,0.4145151377750521,1.3078814659798943,6.7188382412263,0.9974232835380592,1.906559331037496,0.4155859750240154,0.4145151377750521,0.4595925046781307,1.9938908366919028,12.0,6940.0,1176.3629308764473,10.578352365659876,1.0,0.4580770391782918,data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,Alexander Scriabin,Other,,0.0827089337175792,0.0187319884726224,0.0505481200626574,20.275718972974943,0.0679040507488025,0.0502489573362283,-0.6864920884844045
