filepath,composer,era,n_notes,pitch_mean,pitch_std,prime_sum_ratio,phi_density_ratio,interval_self_similarity,rw_corr_mean,rw_corr_z,z_prime_sum_ratio,z_phi_density_ratio,z_interval_self_similarity,z_rw_corr_z,aesthetic_z_raw,aesthetic_index
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,Alban Berg,Other,3777,65.57744241461478,13.579559914440416,0.0879004500926661,0.0344188509398993,0.0580324830778063,0.0773999920872054,14.050728085395107,-0.34278137344936854,-0.5374711978665266,-0.9383404163362116,-0.938791707397401,-0.6894589965276743,0.04960029773655705
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,4217,68.25231207019208,14.35071351573002,0.0851316101493953,0.0308276025610623,0.0631301985618193,0.0763071482263982,23.333506562348504,-0.7120473917735864,-0.6802247620339679,-0.6832416699264269,0.0512182081762949,-0.3224589343637412,0.12983807724664367
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,Alexander Scriabin,Other,2699,65.3697665802149,11.04531024716258,0.0967024824008892,0.0481659874027417,0.0804824469093544,0.0914480355978586,30.40563515758168,0.8311006458121464,0.00898299303030868,0.18509568917679742,0.805461934973813,0.6127518771975202,0.3343046336037454
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,Alexander Scriabin,Other,819,78.97802197802197,10.696707034717477,0.0989010989010989,0.1196581196581196,0.0792419275839117,0.1010899508840881,10.34171428895664,1.1243188807005455,2.850823938793672,0.1230178965243865,-1.3343586644879095,0.3266063726295996,0.27174420849660313
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,Alexander Scriabin,Other,5864,63.125170532060025,12.726864390805067,0.0816848567530695,0.022169167803547,0.0612303559914827,0.0769306349709758,35.93023885860851,-1.1717232592429043,-1.0244010181320886,-0.77831317001087,1.3946618665687291,0.14829986394061634,0.23276078640930847
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,Alexander Scriabin,Other,885,64.85536723163843,9.996015421165032,0.096045197740113,0.119774011299435,0.0725217500895982,0.0781056129232915,9.34185087649297,0.743441953159909,2.8554306780413614,-0.21327173357107193,-1.4409942687971122,0.1792210234017615,0.23952112634061712
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,Alexander Scriabin,Other,2967,59.91843613077182,13.131805203454132,0.0852713178294573,0.0438153016514998,0.0618603417070672,0.0760304284386673,19.451423815309916,-0.6934152932042249,-0.16395851143990406,-0.7467875647067534,-0.36280658215858586,-0.39574674224032513,0.11381505279671258
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,Alexander Scriabin,Other,2236,65.52236135957067,13.640704534013894,0.0916815742397137,0.0581395348837209,0.0788800317842433,0.0963605467410007,23.185699445470604,0.1614878104603571,0.40543550761913827,0.10490798726877994,0.03545455382810815,0.1594581064339279,0.23520032986774664
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,5803,61.27434085817681,12.494322331819832,0.0928829915560916,0.0224022057556436,0.0692576989731106,0.0878233276451617,24.99511239621361,0.3217146917009412,-1.0151376660219669,-0.37661065482800454,0.22842875514621946,-0.05914136600714667,0.187407596080924
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,Alexander Scriabin,Other,6940,61.305763688760806,15.136502673259317,0.0827089337175792,0.0187319884726224,0.0505481200626574,0.0679040507488025,20.275718972974943,-1.0351473534881868,-1.1610302758196471,-1.3128712485938896,-0.27489536231489203,-0.6864920884844045,0.05024895733622832
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,Alexander Scriabin,Other,6607,61.783260178598454,14.682109697713246,0.0808233691539276,0.0196761011048887,0.0545416495780345,0.0716579615793,24.711749770985843,-1.2866154531177978,-1.123501419830253,-1.113027931265163,0.198208082599205,-0.5034251769374103,0.09027315351126591
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,Alexander Scriabin,Other,6847,61.46312253541697,14.828469801058125,0.0835402365999707,0.0189864174090842,0.0599280601742903,0.0767255394373732,23.588015622009895,-0.924280740866465,-1.15091662349716,-0.8434823681472405,0.07836164301034577,-0.4796185195857333,0.09547803906957622
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,Alexander Scriabin,Other,1120,68.46696428571428,10.58852047192802,0.0928571428571428,0.1160714285714285,0.1159425159910877,0.1403317018122215,19.00020746478597,0.3182673829596464,2.708251528817797,1.959580592997582,-0.41092888327745225,0.5511652863056347,0.32083986394778363
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,Alexander Scriabin,Other,2055,63.733333333333334,12.84755965668959,0.0992700729927007,0.0632603406326034,0.059402580703418,0.0701787161985949,11.966864751016418,1.1735270676893692,0.6089895910320023,-0.869778295156897,-1.161036089169232,-0.13488887990427312,0.17084680237784286
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,Alexander Scriabin,Other,5937,66.40963449553647,14.483062476125683,0.0835438773791477,0.0218965807646959,0.0636972123361184,0.0824262865779763,26.123523304017375,-0.9237951887732297,-1.0352364623110972,-0.6548672925265107,0.34877397186563075,-0.31537092683826634,0.13138773906861048
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Other,4075,61.57914110429448,13.49944081544798,0.0895705521472392,0.0319018404907975,0.0573961236046309,0.0746881931780492,19.84124125949613,-0.12004840638635028,-0.6375233732530519,-0.9701849758025322,-0.32123248492400364,-0.3500091873718524,0.12381472369929605
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,Alexander Scriabin,Other,4206,61.10271041369472,13.765145370851217,0.0817879220161673,0.030908226343319,0.0646999006645295,0.0832460594706211,29.608840055078453,-1.1579779723677421,-0.6770199343362716,-0.6046909858221517,0.7204836007264519,-0.09850767631277746,0.1788008800280588
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,Alexander Scriabin,Other,4404,61.83969118982743,13.798708804230415,0.0962761126248864,0.0295186194368755,0.0625158765630975,0.0717937963931612,16.44356396802862,0.77423789002123,-0.7322573664937051,-0.7139834349891012,-0.6835953503983491,-0.33130254431729333,0.12790458540649963
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,Alexander Scriabin,Other,4044,61.57294757665677,13.462971532646286,0.0880316518298714,0.0321463897131552,0.0604793873817453,0.0722249528236003,17.50276031789956,-0.3252836689638619,-0.6278024435307688,-0.8158929744424628,-0.5706318781453893,-0.5235874671963523,0.08586504145080331
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,Alexander Scriabin,Other,2323,62.08394317692639,11.806457426749612,0.077916487300904,0.0559621179509255,0.0721016531253406,0.095378294301986,31.702479537579592,-1.6742914147470338,0.3188823107790625,-0.23429413258269877,0.9437706103711091,0.1330330291935617,0.229422975202879
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,Alexander Scriabin,Other,3143,66.2055361119949,14.003672347674213,0.093859370028635,0.0413617562838052,0.0635884213492618,0.0844950090718471,18.063712338374028,0.45192929359940776,-0.2614879243730039,-0.6603113869360231,-0.5108062490183345,-0.20779278220256628,0.15490771178602056
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,Antonio Soler,Other,3557,65.9820073095305,13.539193810485909,0.0958673039077874,0.0365476525161653,0.0733774246413247,0.0961996269792666,27.106812574507067,0.7197171628169505,-0.4528504809570345,-0.17045225763822724,0.45364194109261075,0.2935376410112844,0.2645143416115033
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,Charles Gounod / Franz Liszt,Other,7996,69.95210105052526,16.281488730316756,0.0851675837918959,0.0162581290645322,0.0542746606312696,0.0694619936089554,25.791299699571947,-0.7072497711082603,-1.2593671800101613,-1.1263885328598557,0.31334226751060523,-0.33498310402430276,0.12709989906256977
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,Claude Debussy,Late Romantic,3116,66.18485237483954,18.05343947394976,0.0898587933247753,0.0417201540436457,0.0575102280514151,0.069809184481,17.94799430249204,-0.08160715513074222,-0.2472414696002414,-0.9644749864110653,-0.5231475973784516,-0.3437859548719717,0.12517531844748545
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,Claude Debussy,Late Romantic,1678,64.246126340882,14.346747768269651,0.0858164481525625,0.0774731823599523,0.0671060550413676,0.0834893856926044,11.934423665047069,-0.6207140508048322,1.1739557530728035,-0.4842827427327165,-1.1644959365480498,-0.4439375427070321,0.10327902509289434
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,Claude Debussy,Late Romantic,1660,64.53012048192771,14.324582753777555,0.0963855421686747,0.0783132530120482,0.1095200429131618,0.1216026574792001,24.30016682458331,0.7888319484535159,1.2073488986000953,1.6381886212079475,0.1543126908227898,0.5762015571747977,0.3263135817719986
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,Claude Debussy,Late Romantic,1109,65.80072137060415,13.012408568610594,0.0901713255184851,0.1172227231740306,0.0772965201879534,0.0925709954271196,8.910792084968511,-0.039926335316714925,2.754015951266742,0.02566625155289919,-1.4869667627938115,-0.06496097740939888,0.1861352456247006
